region,point,event_id,snapshot_timestamp,sample_type,tier,elevation,slope_deg,aspect,TWI,TRI,distance_to_river_m,flow_accumulation_cells,drainage_density_km_per_km2,cwc_danger_level_m,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_24h,rainfall_72h_antecedent,antecedent_precipitation_index,rain_intensity_mm_hr,soil_saturation_ratio,river_water_level_m,river_level_change_m_per_hr,tier_int
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0081,1999-06-28T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,5.9,13.1,16.1,69.5,105.0,20.4065,5.9,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0083,1999-06-30T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,0.0,,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0083,1999-07-01T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.3,0.3,0.3,13.1,13.1,1.774,0.3,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0083,1999-07-02T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.7,1.2,1.4,9.7,22.8,3.2116,0.7,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0083,1999-07-02T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,1.5,6.1,10.7,20.8,42.0,9.0196,1.5,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0083,1999-07-02T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,2.0,4.6,6.0,26.6,48.0,10.7581,2.0,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0083,1999-07-03T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,6.9,17.1,24.7,49.9,72.7,26.6192,6.9,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0086,1999-08-12T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,5.8,,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0086,1999-08-13T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,1.6,3.9,6.3,47.2,47.2,9.8228,1.6,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0086,1999-08-14T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.0,0.5,46.1,93.3,3.6815,0.0,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0086,1999-08-14T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,2.9,8.8,14.8,23.8,108.6,12.2304,2.9,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0086,1999-08-14T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,1.3,5.5,12.9,28.7,121.5,11.8142,1.3,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0086,1999-08-15T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.0,0.9,29.1,122.4,4.4557,0.0,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0090,1999-08-23T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,4.2,,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0090,1999-08-24T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,1.8,5.8,14.0,61.0,61.0,14.3287,1.8,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0090,1999-08-25T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,6.4,15.0,18.6,72.3,133.3,24.144,6.4,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0090,1999-08-25T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,1.4,6.2,18.6,80.6,188.7,21.2213,1.4,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0090,1999-08-25T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,1.2,4.0,7.6,81.6,196.3,13.2168,1.2,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0090,1999-08-26T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,1.1,4.3,9.3,72.3,205.6,10.914,1.1,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0093,1999-09-19T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,0.0,,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0093,1999-09-20T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.0,0.0,5.0,5.0,0.5069,0.0,,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0093,1999-09-21T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.0,0.7,10.5,15.5,1.1497,0.0,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0093,1999-09-21T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.2,1.2,9.0,11.9,25.6,4.8254,0.2,,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0093,1999-09-21T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.0,0.1,10.9,25.7,1.8199,0.0,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-1999-0093,1999-09-22T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.0,0.0,10.2,25.7,0.6864,0.0,,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2001-0106,2001-07-25T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,0.6,,0.61,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2001-0106,2001-07-26T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,5.2,12.1,16.8,32.6,32.6,19.3624,5.2,0.61,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2001-0106,2001-07-27T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,1.2,4.1,8.2,92.6,125.2,11.0086,1.2,0.61,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2001-0106,2001-07-27T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.9,2.6,11.4,41.3,154.5,12.0369,0.9,0.61,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2001-0106,2001-07-27T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,1.0,2.6,5.1,42.6,159.6,8.3587,1.0,0.61,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2001-0106,2001-07-28T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.4,2.5,36.9,162.1,3.9362,0.0,0.61,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2001-0109,2001-09-28T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,0.0,,0.8,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2001-0109,2001-09-29T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.2,0.4,2.4,14.8,14.8,2.4087,0.2,0.79,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2001-0109,2001-09-30T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.0,2.3,13.8,28.6,2.8655,0.0,0.78,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2001-0109,2001-09-30T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,2.2,4.3,6.7,15.2,36.2,7.1816,2.2,0.78,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2001-0109,2001-09-30T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.2,0.6,4.7,14.6,40.9,4.0802,0.2,0.78,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2001-0109,2001-10-01T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.2,0.6,0.8,13.1,41.7,2.2649,0.2,0.78,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2002-0066,2002-07-19T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,7.7,,0.72,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2002-0066,2002-07-20T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,6.6,18.1,31.2,125.4,125.4,33.5599,6.6,0.75,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2002-0066,2002-07-21T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,5.3,13.0,22.7,105.6,231.0,27.421,5.3,0.76,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2002-0066,2002-07-21T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,4.1,14.3,25.7,90.9,278.2,26.6771,4.1,0.76,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2002-0066,2002-07-21T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,4.0,9.3,17.7,87.6,295.9,24.3601,4.0,0.77,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2002-0066,2002-07-22T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,5.2,15.1,28.5,93.4,324.4,29.6303,5.2,0.77,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2003-0106,2003-07-04T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,0.5,,0.66,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2003-0106,2003-07-05T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.9,3.8,10.3,43.3,43.3,10.7842,0.9,0.7,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2003-0106,2003-07-06T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.6,1.8,3.6,24.9,68.2,5.7233,0.6,0.7,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2003-0106,2003-07-06T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,1.3,5.1,11.1,26.2,83.2,9.2649,1.3,0.71,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2003-0106,2003-07-06T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,1.6,5.4,9.7,28.3,92.9,10.4197,1.6,0.71,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2003-0106,2003-07-07T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.5,1.5,4.5,29.2,97.4,6.4913,0.5,0.72,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2004-0073,2004-09-28T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,0.9,,0.83,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2004-0073,2004-09-29T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,3.1,7.8,11.7,29.6,29.6,13.1195,3.1,0.83,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2004-0073,2004-09-30T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.6,1.8,3.0,45.5,75.1,4.4513,0.6,0.83,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2004-0073,2004-09-30T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.3,1.3,5.4,14.2,84.3,4.24,0.3,0.83,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2004-0073,2004-09-30T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.2,0.2,0.2,12.4,84.5,1.9691,0.2,0.83,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2004-0073,2004-10-01T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,1.0,3.2,4.6,14.0,89.1,4.3502,1.0,0.83,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2005-0160,2005-04-07T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,0.8,,0.41,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2005-0160,2005-04-08T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.4,1.2,2.2,21.7,21.7,3.5326,0.4,0.41,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2005-0160,2005-04-09T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.4,1.1,2.1,11.2,32.9,2.9679,0.4,0.41,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2005-0160,2005-04-09T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.1,4.5,11.3,19.2,46.0,6.8482,0.1,0.41,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2005-0160,2005-04-09T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.0,1.6,16.8,47.6,3.264,0.0,0.41,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2005-0160,2005-04-10T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.0,0.0,14.7,47.6,1.231,0.0,0.41,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2005-0162,2005-07-02T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,0.3,,0.54,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2005-0162,2005-07-03T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.1,0.3,1.0,9.4,9.4,1.5978,0.1,0.55,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2005-0162,2005-07-04T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.5,3.5,5.8,15.9,25.3,5.0143,0.5,0.55,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2005-0162,2005-07-04T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.7,2.7,6.7,19.8,37.1,5.998,0.7,0.55,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2005-0162,2005-07-04T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.1,1.6,19.2,38.7,2.8459,0.0,0.56,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2005-0162,2005-07-05T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.0,0.0,13.4,38.7,1.2733,0.0,0.57,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2005-0163,2005-07-06T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,0.2,,0.59,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2005-0163,2005-07-07T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.0,0.0,3.4,3.4,0.2495,0.0,0.58,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2005-0163,2005-07-08T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.6,3.1,11.3,20.0,23.4,7.8161,0.6,0.59,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2005-0163,2005-07-08T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,1.8,7.6,9.8,28.4,34.3,9.2326,1.8,0.59,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2005-0163,2005-07-08T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,2.6,6.3,10.3,32.5,44.6,12.7425,2.6,0.59,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2005-0163,2005-07-09T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,2.9,8.7,17.0,38.2,61.6,16.1957,2.9,0.6,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2005-0165,2005-08-11T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,2.1,,0.87,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2005-0165,2005-08-12T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.0,0.5,12.9,12.9,0.8101,0.0,0.87,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2005-0165,2005-08-13T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.2,0.5,1.1,7.2,20.1,1.1812,0.2,0.88,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2005-0165,2005-08-13T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.9,3.5,6.0,24.9,2.215,0.0,0.88,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2005-0165,2005-08-13T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.4,0.5,6.4,25.4,1.1549,0.0,0.88,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2005-0165,2005-08-14T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.3,0.7,6.0,26.1,0.8286,0.0,0.88,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2005-0166,2005-08-13T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,0.1,,0.88,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2005-0166,2005-08-14T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.3,0.7,6.0,6.0,0.8067,0.0,0.88,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2005-0166,2005-08-15T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.9,3.2,4.5,11.2,17.2,4.6883,0.9,0.91,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2005-0166,2005-08-15T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.1,0.7,2.4,18.9,28.9,3.8876,0.1,0.91,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2005-0166,2005-08-15T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.8,1.8,2.3,18.5,31.2,3.8185,0.8,0.91,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2005-0166,2005-08-16T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.4,1.4,3.8,17.8,35.0,3.6132,0.4,0.91,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2006-0107,2006-08-27T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,0.6,,0.71,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2006-0107,2006-08-28T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.0,0.0,5.6,5.6,0.3492,0.0,0.72,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2006-0107,2006-08-29T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.0,0.0,2.1,7.7,0.3452,0.0,0.72,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2006-0107,2006-08-29T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.4,2.3,3.6,5.7,11.9,2.7297,0.4,0.72,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2006-0107,2006-08-29T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.1,0.5,1.2,5.4,13.1,1.5306,0.1,0.72,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2006-0107,2006-08-30T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.2,0.5,0.8,6.2,13.9,1.3911,0.2,0.72,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2007-0143,2007-09-04T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,3.3,,0.89,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2007-0143,2007-09-05T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,6.3,15.1,23.8,56.6,56.6,26.6343,6.3,0.9,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2007-0143,2007-09-06T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.0,1.0,92.6,149.2,6.5641,0.0,0.93,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2007-0143,2007-09-06T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,3.6,9.9,17.0,28.6,170.8,18.4084,3.6,0.93,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2007-0143,2007-09-06T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,5.1,16.3,32.6,55.2,203.4,29.3614,5.1,0.93,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2007-0143,2007-09-07T00:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,9.0,28.6,50.5,104.7,253.9,47.298,9.0,0.93,,,3
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2009-0083,2009-05-23T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,,,,,,0.6,,0.44,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2009-0083,2009-05-24T00:00:00,positive,Yellow,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.0,0.0,0.2,11.6,11.6,1.0225,0.0,0.44,,,1
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2009-0083,2009-05-25T00:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,0.7,2.0,2.2,7.5,19.1,2.5779,0.7,0.44,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2009-0083,2009-05-25T12:00:00,positive,Orange,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,1.6,4.3,7.2,16.6,32.2,8.3342,1.6,0.44,,,2
Darjeeling/Kalimpong,Darjeeling_town_district_HQ,UEI-IMD-FL-2009-0083,2009-05-25T18:00:00,positive,Red,2123.0,21.586,299.37,5.3997,7.875,450.5,2.0,1.4521,,2.4,8.1,13.3,28.6,45.5,13.2422,2.4,0.46,,,3
